"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"594","08315107","1016","691","13","6511","6511","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6511","None","None","None","None","None","Sölden",7.809109,47.932118
"595","08315108","6057","3571","141","66907","66907","19326","10805","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","22466","None","14310","None","None","None","Staufen im Breisgau, Stadt",7.729921,47.880529
"596","08315109","3434","2178","60","27818","27818","9934","2982","6212","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8690","None","None","None","None","None","Stegen",7.964023,47.983828
"597","08315111","2120","1344","48","14413","14413","5913","1264","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5016","None","2220","None","None","None","Sulzburg, Stadt",7.710087,47.839883
"598","08315113","9516","4330","188","92150","92150","38764","19573","17150","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16663","None","None","None","None","None","Titisee-Neustadt, Stadt",8.208431,47.916511
"599","08315115","4199","1944","44","24713","24713","8163","5353","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11197","None","None","None","None","None","Umkirch",7.761774,48.032065
"600","08315125","1174","888","18","8398","8398","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8398","None","None","None","None","None","Wittnau",7.816038,47.946229
"601","08315130","4102","2537","48","33366","33366","13324","11568","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8474","None","None","None","None","None","Münstertal/Schwarzwald",7.784148,47.854495
"602","08315131","5877","3244","60","52521","52521","19817","7862","7929","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16913","None","None","None","None","None","Ehrenkirchen",7.739988,47.921491
"603","08315132","7266","3802","65","61795","61795","17881","8417","16541","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18956","None","None","None","None","None","March",7.78046,48.053089
"604","08315133","4853","2924","158","46724","46724","20617","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","26107","None","None","None","None","None","Vogtsburg im Kaiserstuhl, Stadt",7.629966,48.088977
"605","08316002","3358","1927","37","25262","25262","7707","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17555","None","None","None","None","None","Bahlingen am Kaiserstuhl",7.738996,48.1229
"606","08316003","1377","767","39","6838","6838","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6838","None","None","None","None","None","Biederbach",8.034739,48.193856
"607","08316009","10912","5476","116","110092","110092","27127","19184","23198","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17050","None","None","7777","None","None","None","15756","None","None","None","None","None","Denzlingen",7.883854,48.066785
"608","08316010","5901","3386","185","40507","40507","15294","6748","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18465","None","None","None","None","None","Elzach, Stadt",8.069355,48.172277
"609","08316011","20987","9821","281","222870","222870","57541","54079","54982","20538","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","35730","None","None","None","None","None","Emmendingen, Stadt",7.849035,48.119829
"610","08316012","7416","4148","181","72333","72333","25684","10110","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","36539","None","None","None","None","None","Endingen am Kaiserstuhl, Stadt",7.701325,48.142314
"611","08316013","1099","732","26","5465","5465","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5465","None","None","None","None","None","Forchheim",7.702799,48.161908
"612","08316014","3486","1853","40","23321","23321","7497","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11145","None","4679","None","None","None","Gutach im Breisgau",7.986537,48.117019
"613","08316017","8212","4101","73","79677","79677","25864","20979","13635","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19199","None","None","None","None","None","Herbolzheim, Stadt",7.777555,48.224185
"614","08316020","7761","3717","266","51377","51377","14400","8025","None","1885","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15079","None","11988","None","None","None","Kenzingen, Stadt",7.769903,48.193031
"615","08316024","2485","1326","30","14615","14615","1818","2692","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10105","None","None","None","None","None","Malterdingen",7.792722,48.161274
"616","08316036","2489","1268","19","14345","14345","5376","2674","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6295","None","None","None","None","None","Reute",7.821489,48.082424
"617","08316037","3013","1610","28","18053","18053","8147","5768","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4138","None","None","None","None","None","Riegel am Kaiserstuhl",7.747913,48.151551
"618","08316038","2769","1517","99","17266","17266","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17266","None","None","None","None","None","Sasbach am Kaiserstuhl",7.616064,48.13972
"619","08316039","2712","1624","26","18345","18345","5694","6798","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5853","None","None","None","None","None","Sexau",7.90734,48.102953
"620","08316042","2726","1421","22","16110","16110","7010","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5720","None","3380","None","None","None","Simonswald",8.054831,48.100471
"621","08316043","9559","4998","210","102512","102512","20681","21586","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","48926","None","11319","None","None","None","Teningen",7.810263,48.126973
"622","08316045","2413","1422","22","16151","16151","4310","5299","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6542","None","None","None","None","None","Vörstetten",7.849274,48.065026
"623","08316049","1733","1096","31","10213","10213","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10213","None","None","None","None","None","Weisweil",7.677646,48.197178
"624","08316051","3048","1678","51","18634","18634","6490","3646","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8498","None","None","None","None","None","Wyhl am Kaiserstuhl",7.64869,48.165834
"625","08316053","2921","1740","42","19385","19385","8023","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11362","None","None","None","None","None","Rheinhausen",7.710299,48.224065
"626","08316054","3460","2066","27","27540","27540","8173","7117","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","12250","None","None","None","None","None","Freiamt",7.898241,48.186707
"627","08316055","2321","1235","33","13579","13579","5731","4581","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3267","None","None","None","None","None","Winden im Elztal",8.0387,48.153972
"628","08316056","17093","8372","257","184936","184936","56961","51315","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","76660","None","None","None","None","None","Waldkirch, Stadt",7.961225,48.093941
"629","08317001","17593","10071","299","222448","222448","75408","20238","None","6270","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","120532","None","None","None","None","None","Achern, Stadt",8.074429,48.628851
"630","08317005","8122","4161","98","70891","70891","24892","10105","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13081","None","None","None","None","None","22813","None","None","None","None","None","Appenweier",7.978133,48.537224
"631","08317008","2165","1297","40","14104","14104","6075","4036","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3993","None","None","None","None","None","Bad Peterstal-Griesbach",8.205832,48.428963
"632","08317009","1937","1217","23","11634","11634","4332","3381","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3921","None","None","None","None","None","Berghaupten",7.987138,48.407309
"633","08317011","2917","1626","28","18254","18254","6458","4624","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7172","None","None","None","None","None","Biberach",8.028167,48.338696
"634","08317021","3257","2097","42","27295","27295","13010","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14285","None","None","None","None","None","Durbach",8.015098,48.494785
"635","08317026","10172","5188","329","92902","92902","33490","17236","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","42176","None","None","None","None","None","Ettenheim, Stadt",7.812984,48.254555
"636","08317029","1403","871","18","8214","8214","3949","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4265","None","None","None","None","None","Fischerbach",8.110824,48.287203
"637","08317031","11500","5178","144","108073","108073","46925","8787","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","33858","None","18503","None","None","None","Friesenheim",7.881795,48.373236
"638","08317034","8978","4835","141","93526","93526","38352","15696","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14497","None","24981","None","None","None","Gengenbach, Stadt",8.013343,48.405617
"639","08317039","1866","1154","15","13181","13181","2551","3527","None","2857","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4246","None","None","None","None","None","Gutach (Schwarzwaldbahn)",8.209934,48.251539
"640","08317040","5554","3000","90","48791","48791","18130","6934","9292","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14435","None","None","None","None","None","Haslach im Kinzigtal, Stadt",8.087753,48.276357
"641","08317041","4716","2347","60","38370","38370","13451","7770","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13258","None","3891","None","None","None","Hausach, Stadt",8.171188,48.28416
"642","08317046","1374","916","19","8687","8687","4901","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3786","None","None","None","None","None","Hofstetten",8.068304,48.257209
"643","08317047","6539","3560","224","61190","61190","23395","15626","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","22169","None","None","None","None","None","Hohberg",7.908087,48.423963
"644","08317051","3264","1748","60","22323","22323","8295","8087","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5941","None","None","None","None","None","Hornberg, Stadt",8.229573,48.212461
"645","08317056","4866","2681","125","41926","41926","16252","4276","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","21398","None","None","None","None","None","Kappelrodeck",8.117423,48.591492
"646","08317057","27434","10909","406","242019","242019","68121","59517","28328","11656","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","54011","None","None","None","20386","None","Kehl, Stadt",7.813177,48.572447
"647","08317059","4280","2132","41","27532","27532","10509","4838","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","12185","None","None","None","None","None","Kippenheim",7.82454,48.294627
"648","08317065","34093","12575","504","335197","335197","84189","84890","46229","28184","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","74645","None","None","17060","None","None","Lahr/Schwarzwald, Stadt",7.874292,48.339132
"649","08317067","1549","956","12","9133","9133","4089","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5044","None","None","None","None","None","Lautenbach",8.116643,48.521148
"650","08317068","3246","1799","46","23249","23249","9005","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14244","None","None","None","None","None","Lauf",8.131381,48.649219
"651","08317073","3783","1711","31","22249","22249","8933","3771","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9545","None","None","None","None","None","Mahlberg, Stadt",7.809923,48.288279
"652","08317075","3069","1790","74","21821","21821","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19979","None","1842","None","None","None","Meißenheim",7.775836,48.408333
"653","08317078","1373","836","20","7873","7873","3594","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4279","None","None","None","None","None","Mühlenbach",8.111663,48.253642
"654","08317085","1584","985","22","9180","9180","3811","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5369","None","None","None","None","None","Nordrach",8.078796,48.397329
"655","08317088","2092","1382","23","15796","15796","6260","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9536","None","None","None","None","None","Oberharmersbach",8.126097,48.373214
"656","08317089","16107","8520","252","189829","189829","92764","None","18297","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31312","None","None","None","None","None","None","None","47456","None","None","None","None","None","Oberkirch, Stadt",8.077097,48.531805
"657","08317093","2126","1366","14","15595","15595","2149","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13446","None","None","None","None","None","Oberwolfach",8.216772,48.317073
"658","08317096","46275","20326","627","671824","671824","201473","147420","143430","55932","None","None","None","None","18648","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","104921","None","None","None","None","None","Offenburg, Stadt",7.944214,48.469474
"659","08317097","2637","1633","39","18235","18235","9243","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8992","None","None","None","None","None","Ohlsbach",7.993608,48.43135
"660","08317098","3887","2208","74","34054","34054","19804","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14250","None","None","None","None","None","Oppenau, Stadt",8.165057,48.474717
"661","08317100","2802","1640","39","18281","18281","8999","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8500","782","None","None","None","None","None","None","None","None","None","None","None","None","Ortenberg",7.971409,48.451257
"662","08317102","2558","1483","40","19072","19072","9439","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9633","None","None","None","None","None","Ottenhöfen im Schwarzwald",8.152611,48.567952
"663","08317110","5905","2848","187","41409","41409","13554","10267","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17588","None","None","None","None","None","Renchen, Stadt",8.013581,48.587888
"664","08317113","1853","1114","23","10554","10554","4575","2448","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3531","None","None","None","None","None","Ringsheim",7.778635,48.24673
"665","08317114","3013","1569","18","17922","17922","5093","4556","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4479","None","3794","None","None","None","Rust",7.726081,48.269294
"666","08317116","4355","2263","79","36248","36248","21710","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14538","None","None","None","None","None","Sasbach",8.091829,48.638758
"667","08317118","2024","1078","18","10161","10161","3657","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6504","None","None","None","None","None","Sasbachwalden",8.125871,48.618538
"668","08317121","2621","1538","92","18740","18740","11303","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7437","None","None","None","None","None","Schuttertal",7.956647,48.269141
"669","08317122","5882","3218","61","52534","52534","19851","12011","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20672","None","None","None","None","None","Schutterwald",7.887414,48.453676
"670","08317126","1146","748","9","7244","7244","2901","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4343","None","None","None","None","None","Seebach",8.169128,48.57575
"671","08317127","4102","2271","61","29320","29320","11484","9135","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8701","None","None","None","None","None","Seelbach",7.940929,48.310109
"672","08317129","3275","1946","50","21673","21673","9902","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11771","None","None","None","None","None","Steinach",8.0571,48.303005
"673","08317141","7706","3803","89","60492","60492","23234","7179","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19246","None","10833","None","None","None","Willstätt",7.893251,48.541564
"674","08317145","4782","2645","48","43251","43251","12753","11130","4844","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14524","None","None","None","None","None","Wolfach, Stadt",8.222231,48.298549
"675","08317146","6475","3336","80","54862","54862","16571","9035","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18804","None","10452","None","None","None","Zell am Harmersbach, Stadt",8.062103,48.346261
"676","08317150","5572","2987","72","48180","48180","14433","12492","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","21255","None","None","None","None","None","Schwanau",7.757697,48.386219
"677","08317151","7678","4226","276","71019","71019","24229","7761","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","25414","None","13615","None","None","None","Neuried",7.807163,48.467234
"678","08317152","3960","1981","107","23838","23838","12695","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11143","None","None","None","None","None","Kappel-Grafenhausen",7.743559,48.291847
"679","08317153","9197","4608","332","71221","71221","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31596","29462","None","None","None","None","None","None","None","10163","None","None","None","None","None","Rheinau, Stadt",7.939856,48.664363
"680","08325001","3315","1911","44","24824","24824","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","24824","None","None","None","None","None","Aichhalden",8.398748,48.269444
"681","08325009","2738","1619","60","19730","19730","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19730","None","None","None","None","None","Bösingen",8.558294,48.239368
"682","08325011","3163","1818","174","17679","17679","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17679","None","None","None","None","None","Dietingen",8.650478,48.207017
"683","08325012","4937","2522","101","34635","34635","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","34635","None","None","None","None","None","Dornhan, Stadt",8.510397,48.350916
"684","08325014","4883","2683","105","38625","38625","9648","5660","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","23317","None","None","None","None","None","Dunningen",8.50459,48.212884
"685","08325015","2726","1564","63","22931","22931","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10830","None","None","None","None","None","None","None","None","12101","None","None","None","None","None","Epfendorf",8.594825,48.2489
"686","08325024","2117","1307","12","14920","14920","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14920","None","None","None","None","None","Hardt",8.411379,48.18411
"687","08325036","2401","1466","27","16585","16585","9387","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7198","None","None","None","None","None","Lauterbach",8.345417,48.228849
"688","08325045","10861","4996","117","94847","94847","33212","25971","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","35664","None","None","None","None","None","Oberndorf am Neckar, Stadt",8.570849,48.290696
"689","08325049","19524","9150","408","198998","198998","57040","33859","25386","13762","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","68951","None","None","None","None","None","Rottweil, Stadt",8.627337,48.167866
"690","08325050","1462","873","25","8121","8121","5157","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2964","None","None","None","None","None","Schenkenzell",8.371174,48.310998
"691","08325051","3190","1740","44","22002","22002","5108","3137","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13757","None","None","None","None","None","Schiltach, Stadt",8.342344,48.290209
"692","08325053","16675","7169","426","135136","135136","54596","27762","None","None","None","None","11812","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","30417","None","10549","None","None","None","Schramberg, Stadt",8.386187,48.225467
"693","08325057","9714","4672","225","61299","61299","19307","7354","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","25173","None","9465","None","None","None","Sulz am Neckar, Stadt",8.632773,48.366375
"694","08325060","2617","1394","37","15507","15507","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15507","None","None","None","None","None","Villingendorf",8.590079,48.202342
"695","08325061","3333","1600","30","20671","20671","6418","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14253","None","None","None","None","None","Vöhringen",8.661091,48.336848
"696","08325064","2317","1255","65","14820","14820","None","1038","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7014","None","None","None","None","None","None","None","None","6768","None","None","None","None","None","Wellendingen",8.703656,48.147478
"697","08325069","4796","2331","100","30035","30035","15930","None","5312","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8793","None","None","None","None","None","Zimmern ob Rottweil",8.590787,48.167498
"698","08325070","2524","1426","82","17331","17331","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17331","None","None","None","None","None","Fluorn-Winzeln",8.492724,48.2853
"699","08325071","1703","911","36","8388","8388","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8388","None","None","None","None","None","Eschbronn",8.457819,48.185315
"700","08325072","4773","2388","87","37219","37219","11303","17631","None","1587","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6698","None","None","None","None","None","Deißlingen",8.605369,48.114542
"701","08326003","10555","5189","262","90773","90773","36987","7935","None","9778","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20073","None","16000","None","None","None","Bad Dürrheim, Stadt",8.530554,48.022026
"702","08326005","7713","3651","145","70835","70835","34092","10325","None","3517","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","22901","None","None","None","None","None","Blumberg, Stadt",8.534256,47.839705
"703","08326006","4563","2664","117","39913","39913","17536","6303","None","6756","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9318","None","None","None","None","None","Bräunlingen, Stadt",8.448829,47.930249
"704","08326010","3005","1741","38","19691","19691","6333","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13358","None","None","None","None","None","Dauchingen",8.553297,48.090683
"705","08326012","17015","8092","469","178976","178976","65918","29358","26057","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31546","None","None","None","None","None","None","26097","None","None","None","None","None","Donaueschingen, Stadt",8.497777,47.951414
"706","08326017","7259","3840","66","63803","63803","23359","13993","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","26451","None","None","None","None","None","Furtwangen im Schwarzwald, Stadt",8.205476,48.051584
"707","08326020","998","641","18","4879","4879","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3143","None","None","None","None","None","None","None","None","1736","None","None","None","None","None","Gütenbach",8.138596,48.044875
"708","08326027","5826","3126","43","51475","51475","22713","14860","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11667","None","None","None","None","None","None","None","None","2235","None","None","None","Hüfingen, Stadt",8.488945,47.9255
"709","08326031","4844","2946","68","37441","37441","12908","4374","6819","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13340","None","None","None","None","None","Königsfeld im Schwarzwald",8.421452,48.138624
"710","08326037","2503","1367","21","15501","15501","8768","1507","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5226","None","None","None","None","None","Mönchweiler",8.429216,48.101001
"711","08326041","4754","2475","107","27728","27728","16292","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11436","None","None","None","None","None","Niedereschach",8.528615,48.132561
"712","08326052","10509","5161","115","99844","99844","27603","23662","None","11767","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","36812","None","None","None","None","None","St. Georgen im Schwarzwald, Stadt",8.332259,48.126225
"713","08326054","1981","1204","26","13590","13590","6433","2720","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4437","None","None","None","None","None","Schönwald im Schwarzwald",8.201148,48.101542
"714","08326055","3411","2117","46","23990","23990","10041","5372","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8577","None","None","None","None","None","Schonach im Schwarzwald",8.199878,48.143166
"715","08326060","3824","1828","96","27271","27271","10979","6647","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9645","None","None","None","None","None","Triberg im Schwarzwald, Stadt",8.231158,48.128904
"716","08326061","2296","1254","23","13498","13498","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9483","None","4015","None","None","None","Tuningen",8.602088,48.026202
"717","08326065","1967","1040","38","11347","11347","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6205","None","None","None","None","None","None","None","None","5142","None","None","None","None","None","Unterkirnach",8.366416,48.078557
"718","08326068","3061","1502","32","17805","17805","11914","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5891","None","None","None","None","None","Vöhrenbach, Stadt",8.304492,48.045545
"719","08326074","63781","24420","731","811914","811914","270831","157381","100330","44486","None","None","None","None","45483","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","193403","None","None","None","None","None","Villingen-Schwenningen, Stadt",8.459649,48.058255
"720","08326075","4183","2309","42","29812","29812","9053","3099","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17660","None","None","None","None","None","Brigachtal",8.470163,48.016006
